t,frame,xb,xa,xc,xp,pwm1,pwm2,pwm3,pwm4,p,q,r,accx,accy,accz,x,y,z,roll,pitch,yaw,vx,vy,vz,theta1,theta2,b1s1,a1s1,pwr1,pwr2,pwrsum
214.434999999813,81760,-0.659424857206365,-0.302125041072671,5.24836274776844,5.5668,1450,1588,1474,1521,0.0743017660045843,-0.0129075264944831,-0.06073653096797,0.194396294896777,-0.344533526526275,-10.1906356168495,113.45933938186,-15.9433507347199,-70.9277370401902,0.0778501300650847,0.0452544085836694,0.621707804656816,1.12887999086353,-1.96386994054519,2.5459981342007,0.0912353134638455,0.0971406706377757,0.0117093622719274,0.00562403569518253,0.598715807099016,0.0641189182957293,0.662834725394745
214.484999999813,81780,-0.693957164457258,-0.362556040463559,5.36709395710458,5.5668,1450,1585,1471,1521,0.0321958410460316,0.0302500340258323,-0.0572028985590597,0.196002536557189,-0.48010163724837,-11.3277534150401,113.515156004504,-16.0415595743561,-70.801808631644,0.0806044617674604,0.0460708492257539,0.618820060923931,1.1037289864814,-1.96399146881281,2.48738721948349,0.0933120146225757,0.0971406706377757,0.0117075351831833,0.00632598520204599,0.604002438235417,0.0641417767028027,0.66814421493822
214.534999999813,81800,-0.693792102802921,-0.322247751398859,5.42675447184249,5.6447,1448,1585,1470,1520,-0.0173926890439152,0.0197245775291253,-0.0534444555474867,0.136034014018159,-0.720615625735354,-11.2013407533418,113.569674886085,-16.1397371249835,-70.6789507210068,0.0808230851462505,0.0477558017113342,0.616179782551256,1.0769395869009,-1.96368057138477,2.42778600674557,0.0946968716464193,0.0985000256377757,0.0121066719938832,0.00562322481047544,0.616889713808562,0.06522378510071,0.682113498909272
214.584999999813,81820,-0.682100447477052,-0.302054659946769,5.50626906041425,5.7226,1446,1584,1469,1519,-0.0518581434119986,-0.0182948396671851,-0.0513959622745739,0.18541766991558,-0.703733731707708,-10.7792054951536,113.622858525761,-16.2379116490122,-70.5592807391725,0.0787959975785132,0.0480922529944933,0.613582828661719,1.05023645412113,-1.96328620280434,2.36045691194596,0.0960844012169966,0.0998593806377757,0.0119026526084467,0.00527085536463645,0.631120430609992,0.0666945534540468,0.697814984064039
214.634999999813,81840,-0.647476884270756,-0.281862830429015,5.50654380465608,5.7226,1445,1584,1470,1519,-0.0161068021389321,-0.0672081584673085,-0.047486180242356,0.416333714535243,-0.625973550268359,-11.3274362378609,113.674726484233,-16.336131660056,-70.4428090751517,0.0767044908643413,0.046035566046388,0.610945138157375,1.02494379951608,-1.96527448347201,2.2966715264572,0.0960891955040164,0.0998593806377757,0.0112984714304969,0.00491850793955167,0.626133067876896,0.0661911506182521,0.692324218495148
214.682499999813,81860,-0.589778409695157,-0.301878995835674,5.54653031474317,5.8005,1444,1582,1471,1518,0.0240272654124417,-0.0661688888268952,-0.0445791703549965,0.314759777124797,-0.631129072036831,-11.051138971441,113.725364188085,-16.4344174303847,-70.329432194518,0.0768169344181068,0.0427775508275647,0.608376998770529,1.00081531307712,-1.96651070967217,2.23887675182561,0.0967869601050362,0.101218735637776,0.0102916330491527,0.00526779002589787,0.634236372921554,0.0675233014600382,0.701759674381592
214.734999999813,81880,-0.578165713863226,-0.32193861455613,5.62591368198164,5.8005,1443,1580,1470,1518,0.0707855125341607,-0.0366857336239404,-0.0396110067619177,0.195316903220883,-0.41776997793466,-10.5999646515982,113.774843752207,-16.5327484100042,-70.2191520740579,0.0792601601777201,0.0402016868836316,0.606078633456725,0.978113635573035,-1.96617408456258,2.17262177285296,0.0981721998633476,0.101218735637776,0.0100889915068855,0.00561783037256981,0.64366768390309,0.0673474772689193,0.711015161172009
214.782499999813,81900,-0.578156652614893,-0.36214073351628,5.68531144723833,5.8005,1443,1578,1469,1518,0.0444533807075085,0.0110885735990383,-0.0370104080609312,0.18993057481767,-0.500283884635053,-11.4143007078608,113.82316618521,-16.6310371425642,-70.1122035181963,0.082308456173658,0.0398277196539392,0.604131090685745,0.954843079815433,-1.96483005117834,2.10256429568941,0.0992086908670767,0.101218735637776,0.0100888333881021,0.00631935734842443,0.646875849426724,0.0673761678584165,0.71425201728514
214.834999999813,81920,-0.57807076668575,-0.362101966883162,5.74482190189356,5.8784,1442,1577,1468,1517,0.00389486587809674,0.0241498021532961,-0.0330345353002008,0.0850946155122871,-0.69569840431705,-11.3649232287994,113.870301176432,-16.7292153976342,-70.008777928922,0.0835260174907395,0.040999515146855,0.602468460206711,0.930408435453348,-1.96273145453972,2.03421754716917,0.10024714830081,0.102578090637776,0.0100873346786385,0.00631868087067652,0.656100314653532,0.0685417929693254,0.724642107622857
214.884999999813,81940,-0.589590964765166,-0.342022588033701,5.72498207030961,5.8784,1442,1578,1468,1517,-0.0479843687221141,0.00119461538764843,-0.0295526177634088,0.0843298972131332,-0.696358403715397,-10.8075130050285,113.916215606663,-16.8272938186126,-69.9089193906244,0.0823181698845731,0.0419390228571204,0.600976544417916,0.906076273638485,-1.96044927417014,1.96357827238743,0.0999009432396705,0.102578090637776,0.0102883621351243,0.00596829570975342,0.656221096422855,0.0684782385391286,0.724699334961983
