t,frame,xb,xa,xc,xp,pwm1,pwm2,pwm3,pwm4,p,q,r,accx,accy,accz,x,y,z,roll,pitch,yaw,vx,vy,vz,theta1,theta2,b1s1,a1s1,pwr1,pwr2,pwrsum
105.277499999912,38120,0.0230558594939359,-1.98917799249327E-07,6.48053276646056,5.5668,1412,1565,1473,1521,-0.0237528174341408,0.00421934330352191,0.000894478873126593,-0.00270603054800091,-0.705505947399542,-9.77756919032563,0.564850704402849,-0.62103369470434,-20.8642081838033,0.0761463937718625,0.00879552319456267,-0.117279464289554,0.0427525548757008,0.0761700799162777,-0.00398912210559769,0.113085302887505,0.0971406706377757,-0.000402324948196986,5.01968096120464E-09,0.746268180053301,0.0682655734645183,0.81453375351782
105.327499999912,38140,0.0230558594939359,-1.98917799249327E-07,6.48053276646056,5.5668,1412,1565,1473,1521,-0.0229086652125095,-0.005526025539546,0.00109948924043198,-0.000216607481523551,-0.711135176958133,-9.77939311951311,0.566881013402357,-0.617170844572063,-20.8644060973988,0.0749705153141389,0.00875905611329738,-0.117232259677673,0.0384589301104208,0.0782250066451614,-0.00394254036880598,0.113085302887505,0.0971406706377757,-0.000402324948196986,5.01968096120464E-09,0.746264221600718,0.0682677313592853,0.814531952960004
105.374999999912,38160,0.0230558594939359,-1.98917799249327E-07,6.48053276646056,5.5668,1412,1565,1473,1521,-0.00768938547979229,-0.0132835998058537,0.00135774743949221,-0.00582780922874773,-0.710582206337803,-9.78131130643781,0.568699549403332,-0.613218876472509,-20.8646033540728,0.0741699899949204,0.00821380191751551,-0.117211511944111,0.0343006187209141,0.0797878967312072,-0.00395238350295865,0.113085302887505,0.0971406706377757,-0.000402324948196986,5.01968096120464E-09,0.746331393672577,0.0682701309253768,0.814601524597953
105.427499999912,38180,0.0346062586541933,-0.0200035616527051,6.50032909639805,5.5668,1412,1564,1473,1521,-0.000690265953621479,-0.00851531354839035,0.00154605898953206,-0.00160583726113164,-0.706687175904054,-9.83351956203441,0.570316131581756,-0.609198165139972,-20.8648021894605,0.0739894318471606,0.00765462924991495,-0.117178680924725,0.0304271242410946,0.081045872957991,-0.00423641385742146,0.113430748844914,0.0971406706377757,-0.000603879413543464,0.000349063699405057,0.748752846553188,0.0682713540833094,0.817024200636498
105.474999999912,38200,0.0346062586541933,-0.0200035616527051,6.50032909639805,5.5668,1412,1564,1473,1521,0.00614692910063748,0.00464769387022621,0.00112561392149018,-0.000437640612847776,-0.715890590021275,-9.82178041447275,0.571741781249011,-0.605111880067893,-20.865074716156,0.074215369485463,0.00752995735348987,-0.1171209513095,0.0266131235392206,0.0823827823560012,-0.00655029313464938,0.113430748844914,0.0971406706377757,-0.000603879413543464,0.000349063699405057,0.748655847536402,0.0682737989030787,0.816929646439481
105.527499999912,38220,0.0346062586541933,-0.0200035616527051,6.50032909639805,5.5668,1412,1564,1473,1521,-0.00523476988357377,0.0136707468973729,0.000704578777895408,-0.00852438829390953,-0.712105450110476,-9.81521339940189,0.572978308937567,-0.600957122408572,-20.8654494243407,0.0742545927760852,0.00802168268614027,-0.117038575025684,0.0227795651606352,0.0838290268199374,-0.0083936721556291,0.113430748844914,0.0971406706377757,-0.000603879413543464,0.000349063699405057,0.748599881834993,0.0682757802124518,0.816875662047445
105.574999999912,38240,0.0230558594940886,-1.98925375330578E-07,6.48053276647183,5.5668,1412,1565,1473,1521,-0.0167287244238498,0.00730122088060877,0.000896410512624821,-0.00187491169236774,-0.706393194805591,-9.77095207133579,0.574015309007977,-0.596734612851395,-20.8658662478277,0.0736788007808189,0.00860931410361255,-0.116957196647666,0.0186812074449285,0.0850431291546516,-0.00801769607671484,0.113085302887701,0.0971406706377757,-0.000402324948199652,5.01981314973143E-09,0.746245431204919,0.068276190567717,0.814521621772636
105.624999999912,38260,0.0230558594940886,-1.98925375330578E-07,6.48053276647183,5.5668,1412,1565,1473,1521,-0.0222970620050114,-0.001354694669036,0.0011918819928533,-0.000159854889355923,-0.711215756499961,-9.77451468646307,0.574840910562008,-0.592458421642814,-20.8662577828618,0.0726881654321841,0.0087729513631143,-0.116892767543556,0.0143246247430306,0.0859083099811794,-0.00768511933901903,0.113085302887701,0.0971406706377757,-0.000402324948199652,5.01981314973143E-09,0.746263130408524,0.068275769469099,0.814538899877623
105.674999999912,38280,0.0230558594940886,-1.98925375330578E-07,6.48053276647183,5.5668,1412,1565,1473,1521,-0.0115623535295552,-0.010471639348103,0.00151524275215958,-0.00512522327179921,-0.710336597784474,-9.77733848485936,0.57544888089237,-0.588150947347849,-20.8666370272171,0.0718003536345771,0.0084151740492979,-0.116850824415446,0.00999823323319921,0.0863212035032037,-0.0074983224081168,0.113085302887701,0.0971406706377757,-0.000402324948199652,5.01981314973143E-09,0.746320619171259,0.0682756615515763,0.814596280722835
105.727499999912,38300,0.0230558594940886,-1.98925375330578E-07,6.48053276647183,5.5668,1412,1565,1473,1521,-0.00496389754364862,-0.0109505413411201,0.00181707283901572,-0.00145203140758389,-0.706894634630424,-9.77847299080408,0.575844511858414,-0.583833573427931,-20.8670084009038,0.0713809618336522,0.00787079059837003,-0.116806284624327,0.00588331400825916,0.0863461829711551,-0.00736070131313181,0.113085302887701,0.0971406706377757,-0.000402324948199652,5.01981314973143E-09,0.746312618063343,0.0682742469510583,0.814586865014401
