t,frame,xb,xa,xc,xp,pwm1,pwm2,pwm3,pwm4,p,q,r,accx,accy,accz,x,y,z,roll,pitch,yaw,vx,vy,vz,theta1,theta2,b1s1,a1s1,pwr1,pwr2,pwrsum
1.264999999999987,60,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.008581941596545422,-0.0052004177916680034,-0.14571383056440027,-0.004241882571120551,-0.29098422174681854,-5.938623451904991,0.0018536284944120013,0.0010302164908540935,-0.5349830317457338,0.06909754451649039,-4.543884242011006e-06,-0.012426400706775352,0.003704551100684714,0.01124243198029918,0.8319399549092195,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.44072903106419714,0.0411271341936414,0.48185616525783853,
1.3149999999999815,80,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.0076544896328682105,-0.006599202439781857,-0.18623473846739952,-0.009068697694289312,-0.298778960436571,-6.343512962597213,0.00204188571934453,0.0017596173008830938,-0.4887439916441347,0.06870851704762644,0.0002666862373545042,-0.02073346054998829,0.003821487211492161,0.018088278265826676,1.0142666998211394,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4412083413960944,0.041248054362413675,0.48245639575850807,
1.364999999999976,100,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.006854528261599837,-0.008421051573452272,-0.22490220308615133,-0.013047519544373783,-0.30422265742067267,-6.6620086855985114,0.0022361986920128294,0.002851127879044924,-0.4338462003396813,0.06833512534409295,0.0005826799103660879,-0.03102246958372983,0.003952355244619366,0.02568218677617086,1.1790204115253176,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.44122442425625985,0.041368966766109065,0.4825933910223689,
1.4124999999999708,120,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.08443860540659041,-0.02259027762246434,-0.2589902814397756,-0.6397668233811955,-5.291201221725828,-34.58349303298016,0.0024312428150563797,0.004321733048390193,-0.37139129911967117,0.06774172565835922,0.0009448358579381046,-0.043191948202746806,0.0014110827793656377,0.02550377762207925,1.1999329898706437,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.46149317809886736,0.0413997412050703,0.5028929193039376,
1.4624999999999653,140,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.03998254107593493,-0.019010286763321862,-0.2361263267165629,-0.3227666066987645,0.5350833982080634,-9.892976489685893,0.001982997907321969,0.002509144708449723,-0.3521522104118267,0.06896776847049639,0.00021661986106794623,-0.05535494488500777,-0.015476606844314244,-0.029535591667292804,-0.013174640901240207,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.43533446598617453,0.041012371087485004,0.47634683707365955,
1.5149999999999595,160,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.062481744534563455,-0.01938603767280802,-0.20400271322988853,-0.08455816877762098,-1.267014605440468,-9.671098679787919,0.0012643900677816124,0.001776480291629757,-0.35284314370956293,0.06566019635154446,-0.0001889112189306406,-0.06653107388479951,-0.013244195503767021,-0.005788369397272919,-0.013617439239033755,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.47841688543746147,0.040961926184701354,0.5193788116221628,
1.5624999999999543,180,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.06366760685076094,-0.02181602929279872,-0.17373880402930086,0.02566231359126282,-0.042391829801972314,-9.808488081546985,0.0006519165972308375,0.0016648111242860409,-0.35351296444847186,0.062436904752573345,-0.0005188488300129269,-0.07605223312456759,-0.010672152262544601,0.0030421460143292287,-0.013124138783845421,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4745907395314671,0.04093792431834561,0.5155286638498127,
1.6149999999999485,200,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.05564757022769577,-0.012699861154767875,-0.14975286801818452,0.08269182412865832,-0.9559153794767541,-9.752847658375247,0.00013954012311301456,0.00196369508817825,-0.3541452558986976,0.05954187339765042,-0.0008317726085521932,-0.08409955244197621,-0.010364605239809598,0.004225539493644178,-0.012240582677825018,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4685219353515491,0.04091004012157895,0.509431975473128,
1.6624999999999432,220,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.04741327389983779,-0.01000972146359516,-0.13149296148670986,-0.026246678748676387,-0.8658610439643594,-9.74987068827816,-0.00036052338943535486,0.0020860856063746507,-0.35473916054869054,0.056931327566509586,-0.0011199003660212054,-0.09118987425529411,-0.009015730558035848,0.001181497268853546,-0.011453165616719295,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.47263670481874925,0.04088899033586529,0.5135256951546145,
1.7124999999999377,240,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.04968208511722853,-0.01402564772442139,-0.11212746991517464,0.007355515425976783,-0.6346483877612308,-9.752936074116219,-0.0008100819233608259,0.002122768109738981,-0.3553014045857623,0.05432053140344081,-0.0013479944760893942,-0.09727953174461429,-0.008320806487438381,-0.0008649327874921566,-0.010908026833704213,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4681890807690387,0.04086715149559991,0.5090562322646386,
1.764999999999932,260,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.05101970594496995,-0.0068822013424538605,-0.09412709205473216,0.07194124132620518,-1.1791962667349993,-9.726753731440313,-0.0012138931531154383,0.0020361405233483855,-0.35583018276868467,0.05188122743702246,-0.0015505401346836258,-0.10243830564643332,-0.007370426648485657,-0.0035665836169461794,-0.01030910041940892,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4471360325219825,0.04084378288549956,0.48797981540748203,
1.8149999999999264,280,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.05099720417491735,-0.005281617191717064,-0.07472820731597521,0.022856540513481235,-0.23340410703598719,-9.801741448742755,-0.0015882564429967596,0.0015949371674070564,-0.356328433328543,0.049550970427496684,-0.0017546544614279976,-0.10686742181191752,-0.00562730087093732,-0.0037818065622285154,-0.009774168578481532,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.47094052898309635,0.04082220297374104,0.5117627319568374,
1.864999999999921,300,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.043862132583413725,-0.00869957279772331,-0.06125742601730651,0.02383582251732068,-0.5451520426229322,-9.766515979709725,-0.001786725838610957,0.0013749162410174166,-0.3568007723194576,0.04714879975590075,-0.001903612266427941,-0.11020051412005415,-0.0029805382305050036,-0.00695882643928517,-0.0091235112808606,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4602816670901824,0.0408094880425347,0.5010911551327171,
1.9149999999999154,320,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.050722229694140815,-0.003627273901237636,-0.04433187534269197,0.08712809621238747,-0.5623586847535568,-9.782196248274273,-0.0019359002126793246,0.000958082868829892,-0.35724355841591027,0.04496644099838873,-0.0020482352051375313,-0.11284260143771789,-0.0023246282033653207,-0.007591608546997515,-0.008718149584632786,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4654131214448539,0.04078887834445197,0.5062019997893059,
1.9624999999999102,340,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.03844424786444075,-0.0024838454666626614,-0.03060364910874543,-0.07276564091193083,-0.5974957454098474,-9.779109276525382,-0.002027615059592961,0.0004956758333044892,-0.3576620571397114,0.04280362032805739,-0.0022204387457049296,-0.11467683185970148,-0.0011480477026168205,-0.009640237947909552,-0.008053111886034296,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4650633604150714,0.04076957940633288,0.5058329398214043,
2.012499999999908,360,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.03704846904475463,-0.006047904702147011,-0.020259221472758788,0.024121380366712596,-0.3767061710576274,-9.787751340410336,-0.0021025631792807517,-4.09270355743745e-05,-0.35805587344910617,0.040738015538620574,-0.0023631415773770464,-0.11591354511884625,-0.0014164084169109427,-0.012792436679788051,-0.0075996460189298115,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.46150706682329456,0.040753965428706254,0.5022610322520008,
2.064999999999916,380,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.03921443497013866,-0.0022804646264766287,-0.011356416427937653,-0.03332920650933364,-0.6068095449354265,-9.784131018749713,-0.00216299755644301,-0.0006269179289810827,-0.3584272142533487,0.03873903587108119,-0.002486169740794164,-0.11669538834885261,-0.001287714034762931,-0.013057922767562331,-0.007195958358430544,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4623985798249451,0.0407409768140565,0.5031395566390016,
2.114999999999924,400,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.034030373588139394,-0.0016331589697129,-0.004018871163919935,-0.11058079765242652,-0.287509628884619,-9.80325754895414,-0.0021741996514517276,-0.0012679284898511197,-0.3587767632926877,0.03684309181038723,-0.002611760299995259,-0.11715622709754354,-0.0006010386718082011,-0.01413571958630986,-0.0067371685775369115,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.46564855951687956,0.04073427073318034,0.5063828302500599,
2.1624999999999313,420,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.035491171485355494,-0.004561460025392955,0.005329739526566771,0.010750878622362021,-0.37703029757090667,-9.782769636467895,-0.002195473635088533,-0.00193775343759701,-0.35910730960030407,0.03492385783661073,-0.0027219910428651593,-0.11706890201919605,-0.00028129950813625236,-0.013490983942984048,-0.0063968741714266085,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.45829650774955627,0.04072816047240873,0.499024668221965,
2.212499999999939,440,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.039528020279183035,-0.0012715762976739202,-0.0006059252581455289,-0.06050073768884406,-0.3479672137901932,-9.796405744870489,-0.0022272087124425243,-0.00258422722616746,-0.35941804776762354,0.03312690551801462,-0.0028241625314786157,-0.11691688247657635,-0.0008290272350380172,-0.012341790409767062,-0.006077707779610343,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4539186449132415,0.0407410929918834,0.4946597379051249,
2.2649999999999473,460,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.031953288767265976,8.245839123836527e-05,-0.0038262323162281883,-0.026597244526001457,-0.2334662535526032,-9.80317030745576,-0.0022635305351776515,-0.003208023361357727,-0.3597109213628647,0.03138822716175788,-0.0029377758456361077,-0.11708385722078252,-0.0005350444497533892,-0.012227451008587208,-0.005656699441063044,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4597824374827684,0.040741555996166016,0.5005239934789344,
2.3124999999999547,480,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.03164417163587444,-0.003892431053071234,0.002392250649964066,0.004545644446644136,-0.3134979525987102,-9.788499500072422,-0.002303683831498307,-0.0038031722428111133,-0.3599871515074476,0.029678198687287553,-0.00301326199049193,-0.11712927472922761,-0.0010049344991000608,-0.01195040021191938,-0.005346922687023931,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.46073686009354975,0.04073204234454322,0.501468902438093,
2.364999999999963,500,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.03510602189042144,-0.0006696103679436826,0.002294271188640818,-0.07029484894143179,-0.29542908333083057,-9.798269223092328,-0.002346000455247766,-0.0043782514829100545,-0.36024689830394724,0.028079878156102543,-0.003066048423484935,-0.11696792858774342,-0.000942562158701078,-0.011023502768635304,-0.005076525818661609,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4556284553505252,0.040737748636361024,0.49636620398688625,
2.4149999999999707,520,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.02842307633916509,0.0006677165605926978,-0.00275761582931148,-0.028526135223512234,-0.19456759348282565,-9.803790685921294,-0.002390352559583785,-0.004933660355136311,-0.36049167703979634,0.026535431139042137,-0.0031427156233401108,-0.11699544270934166,-0.0006527416838603309,-0.01089097593507321,-0.004730607494703677,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.45699891070767523,0.040743776507943884,0.4977426872156191,
2.4649999999999785,540,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.028048618560456613,-0.003032786013815716,-0.00047497697674364625,2.1029846830250554e-05,-0.26448015346537196,-9.792745810480808,-0.0024342814381795815,-0.005463889618990604,-0.3607225011777538,0.02501701507682624,-0.003185679019585601,-0.11710842679418196,-0.0010342353172726854,-0.010641035001638034,-0.004468203677885055,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4605420838624833,0.0407373653830142,0.5012794492454975,
2.5149999999999864,560,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.030881980282270512,-0.001342777597720405,0.002596151413408628,-0.05389836404032536,-0.2687407735753209,-9.79665633091844,-0.0024821000954980605,-0.006000014232483361,-0.36095018649963484,0.023521056752335692,-0.0032109194808700777,-0.11702397916319006,-0.0010951115122613815,-0.00986378019996153,-0.004227442766668756,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4576941444446831,0.04073683756220891,0.498430982006892,
2.564999999999994,580,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.02655772575315792,0.001600713328853372,-0.0007884976897434273,-0.04904724776127814,-0.1655195339146111,-9.80520394159403,-0.002529924004190696,-0.006493014345693526,-0.36115408411417244,0.022164444871088564,-0.003250737110257375,-0.11696768167774661,-0.0007662670556358784,-0.009533088643370928,-0.0039545926856023195,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4562278744282295,0.04074349606550199,0.49697137049373147,
2.6175000000000024,600,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.021284788009692225,-0.0012259391492599684,-0.009432842597934523,-0.012844735826545505,-0.03023057364907991,-9.807966140289896,-0.002585134837900187,-0.007024831900507463,-0.3613455711487997,0.02092338902993069,-0.003268938114364562,-0.11712851008100846,-0.001555219216848555,-0.013609264293645014,-0.0036934846184171386,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4498751450260329,0.040752960380130494,0.49062810540616336,
2.66500000000001,620,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.02644620589727407,0.00043062788262173936,-0.008101413431768588,0.013623203798971618,-0.25202202502499294,-9.798524601810357,-0.002644012430810192,-0.007498512434323402,-0.36152729261355276,0.019561100994865483,-0.0032807324145692537,-0.11768462723756887,-0.0006100526103673326,-0.008912453021003514,-0.0035246359585514317,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.46325571962846634,0.04074569374803356,0.5040014133765,
2.717500000000018,640,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.02345051852384828,0.0019118299626052866,0.004936494958144364,-0.035106105558389965,-0.13689161333795077,-9.805292270982735,-0.0026842859752727556,-0.007938615102964624,-0.36169768070156727,0.0183678366226023,-0.0032922087459095768,-0.11777970851578215,-0.0010048413175666984,-0.008328281025018732,-0.0033074044187700086,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.46388575425862993,0.040731939605866734,0.5046176938644966,
2.767500000000026,660,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.020875401508652292,-0.0009924828896048954,0.004566484494755049,-0.0011364626840274332,-0.16032200950756537,-9.799983258961623,-0.002736415192389377,-0.008353803504261504,-0.3618584813065025,0.01718408436825588,-0.0032922636330560617,-0.11744554807136998,-0.0010807171198026183,-0.008372245290440231,-0.003107103169397491,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4527882521250843,0.04073989306092009,0.49352814518600435,
2.8150000000000333,680,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.0241682522307838,-0.0005293630640395105,-0.005896897205664134,-0.048969619090904457,-0.1876793948400573,-9.800426373687365,-0.0027847316659168346,-0.008754171207600385,-0.3620097729059978,0.01606545046117292,-0.003269753028075631,-0.11750726356978088,-0.0010628396922129455,-0.0077642664478236095,-0.002948491467459753,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4556575910422957,0.04075140160923185,0.49640899265152755,
2.8675000000000415,700,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.020829434901509545,0.0019408047049793364,-0.0010409349898464044,-0.048139598890283256,-0.10678596888868078,-9.805343910543549,-0.0028331798741205185,-0.009141083869432434,-0.3621522207482532,0.015004929139558077,-0.003265963815914749,-0.11774671593683486,-0.0008552407855194749,-0.007457537086134845,-0.002765215084227294,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4634374985248399,0.04074065871786862,0.5041781572427085,
2.9175000000000493,720,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.018455056783231463,-0.00047777148122219235,0.005363505732889961,-0.004350900123067398,-0.12954445275472817,-9.801612257481661,-0.0028848995101400667,-0.009509475258490805,-0.36228663825412444,0.013955352141739208,-0.0032526941384594206,-0.1175861037758579,-0.001053117145574223,-0.007417914371241183,-0.0025991521269782287,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.45768787602041633,0.040736355724548305,0.49842423174496464,
2.967500000000057,740,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.021396271155356767,-0.00011920943775344573,-0.0013911613322810576,-0.04495697461202623,-0.15459206892107824,-9.80172253808023,-0.002934480736096174,-0.00986409673110378,-0.3624131731342896,0.012963966352193892,-0.0032170618601830244,-0.11745537108694365,-0.001088984709241152,-0.006879875374362594,-0.002464315931353311,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4538720208909363,0.04074819930077094,0.49462022019170726,
3.017500000000065,760,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.018508171347588975,0.001985772199244783,-0.0036731252013786995,-0.045134304530760484,-0.08223320780373687,-9.805395819735002,-0.0029833503172019588,-0.010207364660121317,-0.36253229099172984,0.01202382666576824,-0.0031983776715656807,-0.11763791015503887,-0.0008537685068705186,-0.006619907387910553,-0.002312394619386379,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.4602135373846963,0.04074724673820394,0.5009607841229002,
3.0675000000000727,780,-0.05311165349175976,-0.997573142596401,28.512130823635015,46.152699999999996,1000,1000,1000,1000,-0.016336593276654834,-0.00016679919748678726,0.002821841564647965,-0.007236938926223888,-0.10153219920877016,-9.802857118985804,-0.003033445328292693,-0.010534315415369281,-0.36264465649319294,0.011093684464029717,-0.0031725580596075292,-0.11765957625545626,-0.0010190075421374466,-0.006575468863517986,-0.0021740803474852802,0.06282000611276789,0.05235001063777568,-2.000278213287743e-10,1.5485653432900649e-09,0.46054479626633515,0.04073837476496514,0.5012831710313003,
